id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Amazon Fire Tv,,,","B00L9EPT8O,B01E6AO69U",Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop","echowhite/263039693056,echowhite/152558276095,echowhite/292178880467,echowhite/222588935706,echowhite/253120140398,echowhite/322577436254,echowhite/122597356284,echowhite/132263972952,echowhite/322586415668,echowhite/152626395386,echowhite/272724680159,echowhite/222587602421,echowhite/122474318097,echowhite/5588528,echowhite/112567699636,echowhite/272768463386,echowhite/332175902683,echowhite/311908601694,echowhite/292041139369,echowhite/192239032596,echowhite/272768869474,0841667112862,echowhite/222507973621,echowhite/112391858963,echowhite/291992370210,echowhite/b00l9ept8o,echowhite/112480241614,echowhite/b01e6ao69u,echowhite/322589755316,echowhite/322574315372,echowhite/253051886606,echowhite/382165760287,echowhite/222582493180,echowhite/282581384521,echowhite/112479310908,echowhite/302201691992,echowhite/201761456849,echowhite/amechow2k,echowhite/132262816901,echowhite/282571823011,echowhite/322511136772,841667112862,echowhite/232407174148,echowhite/322441917397,echowhite/amechow,echowhite/332296207643,echowhite/152610914446,echowhite/222578584785,echowhite/162591117080,echowhite/162593787621,echowhite/232407374203,echowhite/162595518416,echowhite/152623638099,amazon/b01e6ao69u",Amazon,2017-09-20T00:00:00.000Z,,2017-09-28T00:00:00Z,,TRUE,,0,5,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=40,Great personal assistant. Sometimes when music is playing loud Alexa can't here or understand the commands. Speaker is more powerful than expected. Ties in nicely with smart home appliances. Looks like this is more compatible with 3rd party devices than the Google Home.,Much more than I was expecting,,,bfun
AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2016-07-08T00:00:00.000Z,2017-05-21T02:57:49Z,"2017-04-30T00:20:00.000Z,2017-06-07T08:18:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=636,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=669",My kids are growing out of their ipod touch and I wanted to get them something bigger. The kindle fire tablet is such a great deal so it was a no brainer to get all three of my kids one.,Great gift for kids at a great price,,,have89
AVpjEN4jLJeJML43rpUe,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",B018Y225IA,Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets","841667103143,0841667103143,brandnewamazonkindlefire16gb7ipsdisplaytabletwifi16gbblue/5025500,brandnewamazonkindlefire16gb7ipsdisplaytabletwifi16gbblue/b018y225ia,brandnewamazonkindlefire16gb7ipsdisplaytabletwifi16gbblue/201625338826,brandnewamazonkindlefire16gb7ipsdisplaytabletwifi16gbblue/362123960192,amazon/b018y225ia",Amazon,2016-07-16T00:00:00.000Z,,"2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5025500/reviews.htm?format=embedded&page=109,http://reviews.bestbuy.com/3545/5025500/reviews.htm?format=embedded&page=108,http://reviews.bestbuy.com/3545/5025500/reviews.htm?format=embedded&page=90,http://reviews.bestbuy.com/3545/5025500/reviews.htm?format=embedded&page=98,http://reviews.bestbuy.com/3545/5025500/reviews.htm?format=embedded&page=106",You couldn't get a better buy for $59 than the Amazon fire 7. Paid the extra $20 to get the 16gb. Well worth it.,Great tablet!!,,,toons4ever
AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Amazon Fire Tv,,,","B00L9EPT8O,B01E6AO69U",Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop","echowhite/263039693056,echowhite/152558276095,echowhite/292178880467,echowhite/222588935706,echowhite/253120140398,echowhite/322577436254,echowhite/122597356284,echowhite/132263972952,echowhite/322586415668,echowhite/152626395386,echowhite/272724680159,echowhite/222587602421,echowhite/122474318097,echowhite/5588528,echowhite/112567699636,echowhite/272768463386,echowhite/332175902683,echowhite/311908601694,echowhite/292041139369,echowhite/192239032596,echowhite/272768869474,0841667112862,echowhite/222507973621,echowhite/112391858963,echowhite/291992370210,echowhite/b00l9ept8o,echowhite/112480241614,echowhite/b01e6ao69u,echowhite/322589755316,echowhite/322574315372,echowhite/253051886606,echowhite/382165760287,echowhite/222582493180,echowhite/282581384521,echowhite/112479310908,echowhite/302201691992,echowhite/201761456849,echowhite/amechow2k,echowhite/132262816901,echowhite/282571823011,echowhite/322511136772,841667112862,echowhite/232407174148,echowhite/322441917397,echowhite/amechow,echowhite/332296207643,echowhite/152610914446,echowhite/222578584785,echowhite/162591117080,echowhite/162593787621,echowhite/232407374203,echowhite/162595518416,echowhite/152623638099,amazon/b01e6ao69u",Amazon,2017-09-24T00:00:00.000Z,,2017-09-28T00:00:00Z,,TRUE,,0,5,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=6,Handy and entertaining device to have. Ask it anything and it will answer. Haven't tried advanced features yet.,More capabilities added every week,,,GG1953
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2016-08-26T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:27.350Z,2017-08-02T19:54:00.490Z,2017-08-02T22:17:08.944Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=213,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=199",This is my second Kindle Paperwhite. My first Kindle died (I believe it was old age as cause of death) and the next day I went out and purchased a replacement. So easy to set up and there were all my books. The Paperwhite is so easy on your eyes and love that you can adjust the font to any size that's comfortable. Can be used with dim lighting or no lighting at all. Great for reading in bed.,Love my Kindle,,,BarbMS
AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2016-08-08T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:33:30.838Z,2017-08-02T19:51:52.695Z,2017-08-02T22:15:10.803Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=221,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=207","I've used a Kindle fire for years and love it but wanted something more light weight to use specifically for reading books. The Paperwhite is very light weight and it's easy to use. The touch screen is not always as responsive as I'd like it to be when on the home screen or managing your library, but once you've opened a book, it's easy on the eyes and page turning is very responsive. I'm glad I have this option for reading as it's much better than reading on the Fire. If you want a full tablet, get a Fire but it you just want to read, the Paperwhite is great.",Great e-reader,,,tmf02
AVphPmHuilAPnD_x3E5h,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",B00IOY8XWQ,Amazon,"Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,Kindle E-readers,Electronics Features,eBook Readers,See more Amazon Kindle Voyage (Wi-Fi),See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...","848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680",Amazon,2015-04-03T00:00:00.000Z,,"2017-08-31T00:00:00Z,2017-03-31T00:00:00Z,2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z,2017-08-02T00:00:00Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=54,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=55,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=56,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=57,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=58","What could be better than a book? A Kindle Voyage! This wonderful device is easier to carry around than a book. Whenever I need to wait a few minutes, I whip out my Kindle. It is clear, it works for a long time without recharging, and it receives new books instantly. I had been using an Ipod with audio books for a long time but I got tired of the difficulty in searching for material. It also lost my place unless I was extremely careful. This device is lightweight and slips easily into my handbag or pocket. I also bought the Origami case - with it, the Kindle comes on automatically when it is opened. A great and useful device - I love it!",Better than a book,,,Alamome1
AVpfpK8KLJeJML43BCuD,,B01BH83OOM,Amazon Echo,"Featured Brands,Electronics,Amazon Devices,Home,Home Improvement,Home Safety & Security,Home Security,Alarms & Sensors,Smart Home & Home Automation Devices,Mobile,Mobile Speakers,Mobile Bluetooth Speakers,Smart Hubs & Wireless Routers,Smart Hubs,Home, Garage & Office,Smart Home,Voice Assistants,Smart Home & Connected Living,Amazon Tap,Portable Audio,MP3 Accessories,Speakers,Amazon Echo,Electronics Features,TVs & Electronics,Portable Audio & Electronics,MP3 Player Accessories,Home Theater & Audio,Kindle Store,Frys,Electronic Components,Home Automation,Electronics, Tech Toys, Movies, Music,Audio,Bluetooth Speakers","amazonecho/b01bh83oom,amazon/b01bh83oom,amazonamazontapportablebluetoothwifispeakerblack/5097300,amazonamazontapportablebluetoothwifispeakerblack/1001803403,841667107929,0841667107929,amazonamazontapportablebluetoothwifispeakerblack/05743627000p,amazonamazontapportablebluetoothwifispeakerblack/amtap,amazonamazontapportablebluetoothwifispeakerblack/b01bh83oom",Amazon,2017-02-13T00:00:00.000Z,,"2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=35,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=32,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=30,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=25,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=12,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=13,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=15,http://reviews.bestbuy.com/3545/5097300/reviews.htm?format=embedded&page=24",Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,Great speaker,,,Alky
AV1YE_muvKc47QAVgpwE,,B00U3FPN4U,Amazon Fire Tv,"Back To College,College Electronics,College Tvs & Home Theater,Electronics,Tvs & Home Theater,Streaming Devices,Featured Brands,Amazon Devices,Holiday Shop,Ways To Shop,TV & Home Theater,Streaming Media Players,All Streaming Media Players,TVs Entertainment,Video Games,Kindle Store,Electronics Features,Kids & Family,Fire TV","848719057492,amazonfiretv/51454342,amazonfiretv2015modelblack/4370400,amazon/b00u3fpn4u,amazonfiretvstreamingmediaplayer/b00u3fpn4u,0848719057492,firetvstreamingmediaplayer2015model/amftv2,firetv/05740864000p",Amazon,2017-08-19T00:00:00.000Z,2017-09-20T05:35:53Z,2017-08-25T22:07:32.394Z,,TRUE,,0,5,http://reviews.bestbuy.com/3545/4370400/reviews.htm?format=embedded&page=4,Love it! Great customer service at Best Buy. Recommended to friends.,Great,,,Angie
AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Amazon Fire Tv,,,","B00L9EPT8O,B01E6AO69U",Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop","echowhite/263039693056,echowhite/152558276095,echowhite/292178880467,echowhite/222588935706,echowhite/253120140398,echowhite/322577436254,echowhite/122597356284,echowhite/132263972952,echowhite/322586415668,echowhite/152626395386,echowhite/272724680159,echowhite/222587602421,echowhite/122474318097,echowhite/5588528,echowhite/112567699636,echowhite/272768463386,echowhite/332175902683,echowhite/311908601694,echowhite/292041139369,echowhite/192239032596,echowhite/272768869474,0841667112862,echowhite/222507973621,echowhite/112391858963,echowhite/291992370210,echowhite/b00l9ept8o,echowhite/112480241614,echowhite/b01e6ao69u,echowhite/322589755316,echowhite/322574315372,echowhite/253051886606,echowhite/382165760287,echowhite/222582493180,echowhite/282581384521,echowhite/112479310908,echowhite/302201691992,echowhite/201761456849,echowhite/amechow2k,echowhite/132262816901,echowhite/282571823011,echowhite/322511136772,841667112862,echowhite/232407174148,echowhite/322441917397,echowhite/amechow,echowhite/332296207643,echowhite/152610914446,echowhite/222578584785,echowhite/162591117080,echowhite/162593787621,echowhite/232407374203,echowhite/162595518416,echowhite/152623638099,amazon/b01e6ao69u",Amazon,2017-03-04T00:00:00.000Z,,"2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-08T00:00:00Z,2017-08-15T00:00:00Z,2017-08-01T00:00:00Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=378,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=305,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=310,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=279,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=212,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=218,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=204","Love Alexa especially if your are a Amazon geek. She does what she is told. lol Ordering finding music, help in kitchen. Find an answer to almost anything!",Love my Alexa.,,,Steph
